93,Afghanistan,0.1704
9375,Afghanistan Cellular+AC0-AT,0.1704
9370,Afghanistan Cellular+AC0-AWCC,0.12495
9376,Afghanistan Cellular+AC0-Areeba,0.1008
9377,Afghanistan Cellular+AC0-Areeba,0.1008
9378,Afghanistan Cellular+AC0-Etisalat,0.11393
937,Afghanistan Cellular+AC0-Others,0.126
9372,Afghanistan Cellular+AC0-Roshan,0.13125
9379,Afghanistan Cellular+AC0-Roshan,0.13125
355,Albania,0.10595
35568,Albania Cellular+AC0-AMC,0.22586
35567,Albania Cellular+AC0-Eagle,0.2939
35566,Albania Cellular+AC0-Plus,0.28655
35569,Albania Cellular+AC0-Vodafone,0.13682
51975,Peru Cellular+AC0-Movistar,0.0355
519760,Peru Cellular+AC0-Movistar,0.0355
519761,Peru Cellular+AC0-Movistar,0.0355
519764,Peru Cellular+AC0-Movistar,0.0355
519765,Peru Cellular+AC0-Movistar,0.0355
519766,Peru Cellular+AC0-Movistar,0.0355
519767,Peru Cellular+AC0-Movistar,0.0355
519768,Peru Cellular+AC0-Movistar,0.0355
519769,Peru Cellular+AC0-Movistar,0.0355
519772,Peru Cellular+AC0-Movistar,0.0355
519780,Peru Cellular+AC0-Movistar,0.0355
519781,Peru Cellular+AC0-Movistar,0.0355
5197825,Peru Cellular+AC0-Movistar,0.0355
5197826,Peru Cellular+AC0-Movistar,0.0355
5197827,Peru Cellular+AC0-Movistar,0.0355
5197828,Peru Cellular+AC0-Movistar,0.0355
5197829,Peru Cellular+AC0-Movistar,0.0355
519784,Peru Cellular+AC0-Movistar,0.0355
519785,Peru Cellular+AC0-Movistar,0.0355
519788,Peru Cellular+AC0-Movistar,0.0355
519789,Peru Cellular+AC0-Movistar,0.0355
519790,Peru Cellular+AC0-Movistar,0.0355
519791,Peru Cellular+AC0-Movistar,0.0355
519792,Peru Cellular+AC0-Movistar,0.0355
519794,Peru Cellular+AC0-Movistar,0.0355
519795,Peru Cellular+AC0-Movistar,0.0355
519796,Peru Cellular+AC0-Movistar,0.0355
519798,Peru Cellular+AC0-Movistar,0.0355
519799,Peru Cellular+AC0-Movistar,0.0355
5198003,Peru Cellular+AC0-Movistar,0.0355
5198004,Peru Cellular+AC0-Movistar,0.0355
5198005,Peru Cellular+AC0-Movistar,0.0355
5198006,Peru Cellular+AC0-Movistar,0.0355
5198007,Peru Cellular+AC0-Movistar,0.0355
5198008,Peru Cellular+AC0-Movistar,0.0355
5198009,Peru Cellular+AC0-Movistar,0.0355
519801,Peru Cellular+AC0-Movistar,0.0355
519802,Peru Cellular+AC0-Movistar,0.0355
519803,Peru Cellular+AC0-Movistar,0.0355
519816,Peru Cellular+AC0-Movistar,0.0355
519817,Peru Cellular+AC0-Movistar,0.0355
519818,Peru Cellular+AC0-Movistar,0.0355
519819,Peru Cellular+AC0-Movistar,0.0355
519826,Peru Cellular+AC0-Movistar,0.0355
519829,Peru Cellular+AC0-Movistar,0.0355
519836,Peru Cellular+AC0-Movistar,0.0355
519839,Peru Cellular+AC0-Movistar,0.0355
519840,Peru Cellular+AC0-Movistar,0.0355
519845,Peru Cellular+AC0-Movistar,0.0355
519846,Peru Cellular+AC0-Movistar,0.0355
519848,Peru Cellular+AC0-Movistar,0.0355
519849,Peru Cellular+AC0-Movistar,0.0355
51985,Peru Cellular+AC0-Movistar,0.0355
51988,Peru Cellular+AC0-Movistar,0.0355
51990,Peru Cellular+AC0-Movistar,0.0355
519944,Peru Cellular+AC0-Movistar,0.0355
519945,Peru Cellular+AC0-Movistar,0.0355
51995,Peru Cellular+AC0-Movistar,0.0355
51996,Peru Cellular+AC0-Movistar,0.0355
519980,Peru Cellular+AC0-Movistar,0.0355
519984,Peru Cellular+AC0-Movistar,0.0355
519985,Peru Cellular+AC0-Movistar,0.0355
519986,Peru Cellular+AC0-Movistar,0.0355
519987,Peru Cellular+AC0-Movistar,0.0355
519988,Peru Cellular+AC0-Movistar,0.0355
519989,Peru Cellular+AC0-Movistar,0.0355
51999,Peru Cellular+AC0-Movistar,0.0355
51198000,Peru Cellular+AC0-Nextel,0.051
51198001,Peru Cellular+AC0-Nextel,0.051
51198002,Peru Cellular+AC0-Nextel,0.051
511981,Peru Cellular+AC0-Nextel,0.051
5119940,Peru Cellular+AC0-Nextel,0.051
5119941,Peru Cellular+AC0-Nextel,0.051
5119942,Peru Cellular+AC0-Nextel,0.051
5119981,Peru Cellular+AC0-Nextel,0.051
51199822,Peru Cellular+AC0-Nextel,0.051
51199823,Peru Cellular+AC0-Nextel,0.051
51199824,Peru Cellular+AC0-Nextel,0.051
51199825,Peru Cellular+AC0-Nextel,0.051
51199826,Peru Cellular+AC0-Nextel,0.051
51199827,Peru Cellular+AC0-Nextel,0.051
51199828,Peru Cellular+AC0-Nextel,0.051
51199829,Peru Cellular+AC0-Nextel,0.051
5119983,Peru Cellular+AC0-Nextel,0.051
5194410,Peru Cellular+AC0-Nextel,0.051
519460,Peru Cellular+AC0-Nextel,0.051
519461,Peru Cellular+AC0-Nextel,0.051
519462,Peru Cellular+AC0-Nextel,0.051
519463,Peru Cellular+AC0-Nextel,0.051
519464,Peru Cellular+AC0-Nextel,0.051
519465,Peru Cellular+AC0-Nextel,0.051
5194710,Peru Cellular+AC0-Nextel,0.051
5194712,Peru Cellular+AC0-Nextel,0.051
5194713,Peru Cellular+AC0-Nextel,0.051
5194714,Peru Cellular+AC0-Nextel,0.051
5194715,Peru Cellular+AC0-Nextel,0.051
5194716,Peru Cellular+AC0-Nextel,0.051
5194717,Peru Cellular+AC0-Nextel,0.051
5194718,Peru Cellular+AC0-Nextel,0.051
5194719,Peru Cellular+AC0-Nextel,0.051
519472,Peru Cellular+AC0-Nextel,0.051
519473,Peru Cellular+AC0-Nextel,0.051
5195010,Peru Cellular+AC0-Nextel,0.051
5195210,Peru Cellular+AC0-Nextel,0.051
5195310,Peru Cellular+AC0-Nextel,0.051
5195510,Peru Cellular+AC0-Nextel,0.051
5195710,Peru Cellular+AC0-Nextel,0.051
5196820,Peru Cellular+AC0-Nextel,0.051
5197210,Peru Cellular+AC0-Nextel,0.051
5197410,Peru Cellular+AC0-Nextel,0.051
5197820,Peru Cellular+AC0-Nextel,0.051
5198000,Peru Cellular+AC0-Nextel,0.051
5198001,Peru Cellular+AC0-Nextel,0.051
5198002,Peru Cellular+AC0-Nextel,0.051
519810,Peru Cellular+AC0-Nextel,0.051
519811,Peru Cellular+AC0-Nextel,0.051
519812,Peru Cellular+AC0-Nextel,0.051
519813,Peru Cellular+AC0-Nextel,0.051
519814,Peru Cellular+AC0-Nextel,0.051
519815,Peru Cellular+AC0-Nextel,0.051
519940,Peru Cellular+AC0-Nextel,0.051
519941,Peru Cellular+AC0-Nextel,0.051
519942,Peru Cellular+AC0-Nextel,0.051
519981,Peru Cellular+AC0-Nextel,0.051
5199822,Peru Cellular+AC0-Nextel,0.051
5199823,Peru Cellular+AC0-Nextel,0.051
5199824,Peru Cellular+AC0-Nextel,0.051
5199825,Peru Cellular+AC0-Nextel,0.051
5199826,Peru Cellular+AC0-Nextel,0.051
5199827,Peru Cellular+AC0-Nextel,0.051
5199828,Peru Cellular+AC0-Nextel,0.051
5199829,Peru Cellular+AC0-Nextel,0.051
519983,Peru Cellular+AC0-Nextel,0.051
5154,+ACI-Peru,Arequipa+ACI-,0.01
511,+ACI-Peru,Lima+ACI-,0.0059
5118,+ACI-Peru,Lima+AC0-Rural+ACI-,0.25305
511810,+ACI-Peru,Rural+ACI-,0.275
511820,+ACI-Peru,Rural+ACI-,0.275
511830,+ACI-Peru,Rural+ACI-,0.275
511875,+ACI-Peru,Rural+ACI-,0.275
511876,+ACI-Peru,Rural+ACI-,0.275
51418,+ACI-Peru,Rural+ACI-,0.275
51428,+ACI-Peru,Rural+ACI-,0.275
51438,+ACI-Peru,Rural+ACI-,0.275
51448,+ACI-Peru,Rural+ACI-,0.275
51518,+ACI-Peru,Rural+ACI-,0.275
51528,+ACI-Peru,Rural+ACI-,0.275
51538,+ACI-Peru,Rural+ACI-,0.275
51548,+ACI-Peru,Rural+ACI-,0.275
51568,+ACI-Peru,Rural+ACI-,0.275
51618,+ACI-Peru,Rural+ACI-,0.275
51628,+ACI-Peru,Rural+ACI-,0.275
51638,+ACI-Peru,Rural+ACI-,0.275
51648,+ACI-Peru,Rural+ACI-,0.275
51658,+ACI-Peru,Rural+ACI-,0.275
51668,+ACI-Peru,Rural+ACI-,0.275
51678,+ACI-Peru,Rural+ACI-,0.275
51728,+ACI-Peru,Rural+ACI-,0.275
51738,+ACI-Peru,Rural+ACI-,0.275
51748,+ACI-Peru,Rural+ACI-,0.275
51768,+ACI-Peru,Rural+ACI-,0.275
51828,+ACI-Peru,Rural+ACI-,0.275
51838,+ACI-Peru,Rural+ACI-,0.275
51848,+ACI-Peru,Rural+ACI-,0.275
5144,+ACI-Peru,Trujillo+ACI-,0.0105
63,Philippines,0.08558
639,Philippines Cellular,0.1218
63922,Philippines Cellular+AC0-Digitel+AC0-Sun,0.10185
63923,Philippines Cellular+AC0-Digitel+AC0-Sun,0.10185
63925,Philippines Cellular+AC0-Digitel+AC0-Sun,0.10185
63932,Philippines Cellular+AC0-Digitel+AC0-Sun,0.10185
63933,Philippines Cellular+AC0-Digitel+AC0-Sun,0.10185
63942,Philippines Cellular+AC0-Digitel+AC0-Sun,0.10185
63943,Philippines Cellular+AC0-Digitel+AC0-Sun,0.10185
63817,Philippines Cellular+AC0-Globe,0.10028
63905,Philippines Cellular+AC0-Globe,0.10028
63906,Philippines Cellular+AC0-Globe,0.10028
63915,Philippines Cellular+AC0-Globe,0.10028
63916,Philippines Cellular+AC0-Globe,0.10028
63917,Philippines Cellular+AC0-Globe,0.10028
63926,Philippines Cellular+AC0-Globe,0.10028
63927,Philippines Cellular+AC0-Globe,0.10028
63935,Philippines Cellular+AC0-Globe,0.10028
63936,Philippines Cellular+AC0-Globe,0.10028
63937,Philippines Cellular+AC0-Globe,0.10028
63975,Philippines Cellular+AC0-Globe,0.10028
63976,Philippines Cellular+AC0-Globe,0.10028
63977,Philippines Cellular+AC0-Globe,0.10028
63995,Philippines Cellular+AC0-Globe,0.10028
63996,Philippines Cellular+AC0-Globe,0.10028
63997,Philippines Cellular+AC0-Globe,0.10028
63813,Philippines Cellular+AC0-Smart ,0.11603
63907,Philippines Cellular+AC0-Smart ,0.11603
63908,Philippines Cellular+AC0-Smart ,0.11603
63909,Philippines Cellular+AC0-Smart ,0.11603
63910,Philippines Cellular+AC0-Smart ,0.11603
63912,Philippines Cellular+AC0-Smart ,0.11603
63918,Philippines Cellular+AC0-Smart ,0.11603
63919,Philippines Cellular+AC0-Smart ,0.11603
63920,Philippines Cellular+AC0-Smart ,0.11603
63921,Philippines Cellular+AC0-Smart ,0.11603
63928,Philippines Cellular+AC0-Smart ,0.11603
63929,Philippines Cellular+AC0-Smart ,0.11603
63930,Philippines Cellular+AC0-Smart ,0.11603
63938,Philippines Cellular+AC0-Smart ,0.11603
63939,Philippines Cellular+AC0-Smart ,0.11603
63946,Philippines Cellular+AC0-Smart ,0.11603
63947,Philippines Cellular+AC0-Smart ,0.11603
63948,Philippines Cellular+AC0-Smart ,0.11603
63949,Philippines Cellular+AC0-Smart ,0.11603
6398,Philippines Cellular+AC0-Smart ,0.11603
63998,Philippines Cellular+AC0-Smart ,0.11603
63999,Philippines Cellular+AC0-Smart ,0.11603
6332,+ACI-Philippines,Cebu+ACI-,0.08558
632,+ACI-Philippines,Manila+ACI-,0.08558
48,Poland,0.00959
4812222,Poland 1,0.0162
481229,Poland 1,0.0162
48123000,Poland 1,0.0162
4812301,Poland 1,0.0162
4812307,Poland 1,0.0162
4812311,Poland 1,0.0162
4812312,Poland 1,0.0162
48123131,Poland 1,0.0162
48123132,Poland 1,0.0162
48123133,Poland 1,0.0162
48123134,Poland 1,0.0162
48123135,Poland 1,0.0162
48123236,Poland 1,0.0162
48123283,Poland 1,0.0162
4812331,Poland 1,0.0162
4812332,Poland 1,0.0162
48123330,Poland 1,0.0162
48123332,Poland 1,0.0162
48123333,Poland 1,0.0162
48123334,Poland 1,0.0162
48123335,Poland 1,0.0162
48123336,Poland 1,0.0162
48123337,Poland 1,0.0162
4812334,Poland 1,0.0162
481234,Poland 1,0.0162
481235,Poland 1,0.0162
4812360,Poland 1,0.0162
4812361,Poland 1,0.0162
4812362,Poland 1,0.0162
4812363,Poland 1,0.0162
4812374,Poland 1,0.0162
48123751,Poland 1,0.0162
48123752,Poland 1,0.0162
48123753,Poland 1,0.0162
48123754,Poland 1,0.0162
48123755,Poland 1,0.0162
4812376,Poland 1,0.0162
4812377,Poland 1,0.0162
4812378,Poland 1,0.0162
4812379,Poland 1,0.0162
4812382,Poland 1,0.0162
4812383,Poland 1,0.0162
4812384,Poland 1,0.0162
481239,Poland 1,0.0162
48124000,Poland 1,0.0162
4812435,Poland 1,0.0162
4812442,Poland 1,0.0162
4812443,Poland 1,0.0162
4812444,Poland 1,0.0162
4812445,Poland 1,0.0162
4812446,Poland 1,0.0162
48124480,Poland 1,0.0162
48124488,Poland 1,0.0162
4812455,Poland 1,0.0162
4812881,Poland 1,0.0162
4812888,Poland 1,0.0162
48133070,Poland 1,0.0162
48133071,Poland 1,0.0162
48133072,Poland 1,0.0162
48133073,Poland 1,0.0162
48133074,Poland 1,0.0162
48133075,Poland 1,0.0162
48133076,Poland 1,0.0162
48133077,Poland 1,0.0162
48133078,Poland 1,0.0162
4813333,Poland 1,0.0162
48134211,Poland 1,0.0162
48134212,Poland 1,0.0162
48134213,Poland 1,0.0162
48134214,Poland 1,0.0162
48134215,Poland 1,0.0162
48134231,Poland 1,0.0162
48134241,Poland 1,0.0162
48134242,Poland 1,0.0162
48134243,Poland 1,0.0162
48134244,Poland 1,0.0162
48134252,Poland 1,0.0162
48134253,Poland 1,0.0162
48134254,Poland 1,0.0162
4813426,Poland 1,0.0162
4813427,Poland 1,0.0162
4813440,Poland 1,0.0162
48134430,Poland 1,0.0162
48134431,Poland 1,0.0162
48134432,Poland 1,0.0162
4813444,Poland 1,0.0162
48134603,Poland 1,0.0162
48134701,Poland 1,0.0162
48134702,Poland 1,0.0162
48134703,Poland 1,0.0162
48134711,Poland 1,0.0162
48134712,Poland 1,0.0162
48134713,Poland 1,0.0162
48134721,Poland 1,0.0162
48134722,Poland 1,0.0162
48134723,Poland 1,0.0162
48134724,Poland 1,0.0162
48134725,Poland 1,0.0162
48134731,Poland 1,0.0162
48134732,Poland 1,0.0162
4813474,Poland 1,0.0162
48134751,Poland 1,0.0162
48134752,Poland 1,0.0162
48134753,Poland 1,0.0162
48134754,Poland 1,0.0162
48134755,Poland 1,0.0162
48134756,Poland 1,0.0162
4813476,Poland 1,0.0162
48134771,Poland 1,0.0162
48134772,Poland 1,0.0162
48134773,Poland 1,0.0162
48134774,Poland 1,0.0162
4813478,Poland 1,0.0162
48134791,Poland 1,0.0162
48134792,Poland 1,0.0162
48134793,Poland 1,0.0162
4813491,Poland 1,0.0162
4813492,Poland 1,0.0162
4813493,Poland 1,0.0162
4813494,Poland 1,0.0162
48134951,Poland 1,0.0162
48134961,Poland 1,0.0162
48134962,Poland 1,0.0162
48134963,Poland 1,0.0162
48134971,Poland 1,0.0162
48134972,Poland 1,0.0162
48138881,Poland 1,0.0162
48138888,Poland 1,0.0162
48143070,Poland 1,0.0162
48143071,Poland 1,0.0162
48143072,Poland 1,0.0162
4814600,Poland 1,0.0162
4814630,Poland 1,0.0162
48146345,Poland 1,0.0162
48146346,Poland 1,0.0162
48146347,Poland 1,0.0162
48146348,Poland 1,0.0162
48146349,Poland 1,0.0162
4814635,Poland 1,0.0162
4814636,Poland 1,0.0162
4814638,Poland 1,0.0162
4814639,Poland 1,0.0162
48146401,Poland 1,0.0162
48146402,Poland 1,0.0162
48146403,Poland 1,0.0162
48146430,Poland 1,0.0162
48146460,Poland 1,0.0162
48146466,Poland 1,0.0162
48146467,Poland 1,0.0162
48146468,Poland 1,0.0162
48146469,Poland 1,0.0162
4814647,Poland 1,0.0162
4814648,Poland 1,0.0162
4814649,Poland 1,0.0162
48146500,Poland 1,0.0162
48146501,Poland 1,0.0162
4814655,Poland 1,0.0162
4814656,Poland 1,0.0162
4814657,Poland 1,0.0162
48146581,Poland 1,0.0162
48146582,Poland 1,0.0162
48146583,Poland 1,0.0162
48146584,Poland 1,0.0162
48146585,Poland 1,0.0162
48146586,Poland 1,0.0162
48146731,Poland 1,0.0162
4814680,Poland 1,0.0162
4814681,Poland 1,0.0162
4814682,Poland 1,0.0162
4814683,Poland 1,0.0162
4814684,Poland 1,0.0162
4814685,Poland 1,0.0162
4814686,Poland 1,0.0162
4814687,Poland 1,0.0162
4814688,Poland 1,0.0162
4814690,Poland 1,0.0162
48146910,Poland 1,0.0162
48146911,Poland 1,0.0162
48146913,Poland 1,0.0162
48146917,Poland 1,0.0162
48146918,Poland 1,0.0162
48146919,Poland 1,0.0162
4814692,Poland 1,0.0162
48146931,Poland 1,0.0162
48146932,Poland 1,0.0162
48146933,Poland 1,0.0162
48146934,Poland 1,0.0162
48146935,Poland 1,0.0162
4814694,Poland 1,0.0162
4814695,Poland 1,0.0162
4814696,Poland 1,0.0162
48146971,Poland 1,0.0162
48146981,Poland 1,0.0162
48146982,Poland 1,0.0162
48146983,Poland 1,0.0162
48146984,Poland 1,0.0162
4814699,Poland 1,0.0162
48147871,Poland 1,0.0162
48147872,Poland 1,0.0162
48147873,Poland 1,0.0162
48147874,Poland 1,0.0162
48147875,Poland 1,0.0162
48148881,Poland 1,0.0162
48148888,Poland 1,0.0162
48153070,Poland 1,0.0162
4815600,Poland 1,0.0162
48156401,Poland 1,0.0162
48156402,Poland 1,0.0162
48156403,Poland 1,0.0162
4815641,Poland 1,0.0162
4815642,Poland 1,0.0162
4815643,Poland 1,0.0162
4815644,Poland 1,0.0162
4815645,Poland 1,0.0162
4815646,Poland 1,0.0162
4815647,Poland 1,0.0162
48156481,Poland 1,0.0162
48156482,Poland 1,0.0162
48156483,Poland 1,0.0162
48156484,Poland 1,0.0162
48156485,Poland 1,0.0162
4815649,Poland 1,0.0162
4815687,Poland 1,0.0162
48156882,Poland 1,0.0162
48158101,Poland 1,0.0162
48158102,Poland 1,0.0162
48158103,Poland 1,0.0162
48158104,Poland 1,0.0162
48158108,Poland 1,0.0162
48158109,Poland 1,0.0162
4815813,Poland 1,0.0162
4815814,Poland 1,0.0162
4815815,Poland 1,0.0162
4815816,Poland 1,0.0162
4815817,Poland 1,0.0162
4815818,Poland 1,0.0162
48158192,Poland 1,0.0162
48158193,Poland 1,0.0162
48158194,Poland 1,0.0162
48158195,Poland 1,0.0162
48158210,Poland 1,0.0162
48158246,Poland 1,0.0162
48158251,Poland 1,0.0162
48158252,Poland 1,0.0162
48158253,Poland 1,0.0162
48158254,Poland 1,0.0162
48158261,Poland 1,0.0162
48158301,Poland 1,0.0162
48158302,Poland 1,0.0162
48158479,Poland 1,0.0162
48158781,Poland 1,0.0162
48158782,Poland 1,0.0162
48158881,Poland 1,0.0162
48158888,Poland 1,0.0162
4816307,Poland 1,0.0162
4816611,Poland 1,0.0162
48166525,Poland 1,0.0162
48166741,Poland 1,0.0162
48166742,Poland 1,0.0162
48166776,Poland 1,0.0162
48167301,Poland 1,0.0162
48167302,Poland 1,0.0162
48167311,Poland 1,0.0162
4816732,Poland 1,0.0162
4816733,Poland 1,0.0162
48167340,Poland 1,0.0162
48167341,Poland 1,0.0162
48167349,Poland 1,0.0162
48167351,Poland 1,0.0162
48167352,Poland 1,0.0162
48167353,Poland 1,0.0162
48167354,Poland 1,0.0162
48167355,Poland 1,0.0162
4816736,Poland 1,0.0162
48168881,Poland 1,0.0162
48168888,Poland 1,0.0162
48172219,Poland 1,0.0162
4817229,Poland 1,0.0162
48172301,Poland 1,0.0162
48172302,Poland 1,0.0162
48172303,Poland 1,0.0162
48172304,Poland 1,0.0162
48172305,Poland 1,0.0162
48172306,Poland 1,0.0162
48172477,Poland 1,0.0162
4817250,Poland 1,0.0162
48172666,Poland 1,0.0162
48172751,Poland 1,0.0162
48172752,Poland 1,0.0162
48172755,Poland 1,0.0162
48172821,Poland 1,0.0162
48172822,Poland 1,0.0162
48172823,Poland 1,0.0162
48172824,Poland 1,0.0162
48172825,Poland 1,0.0162
4817283,Poland 1,0.0162
48173070,Poland 1,0.0162
48173333,Poland 1,0.0162
4817710,Poland 1,0.0162
4817711,Poland 1,0.0162
4817715,Poland 1,0.0162
4817717,Poland 1,0.0162
4817740,Poland 1,0.0162
4817741,Poland 1,0.0162
48177421,Poland 1,0.0162
4817743,Poland 1,0.0162
4817744,Poland 1,0.0162
4817745,Poland 1,0.0162
4817746,Poland 1,0.0162
4817747,Poland 1,0.0162
4817748,Poland 1,0.0162
4817749,Poland 1,0.0162
4817770,Poland 1,0.0162
4817771,Poland 1,0.0162
4817772,Poland 1,0.0162
4817773,Poland 1,0.0162
4817774,Poland 1,0.0162
48177773,Poland 1,0.0162
48177774,Poland 1,0.0162
48177777,Poland 1,0.0162
48177778,Poland 1,0.0162
48177783,Poland 1,0.0162
48177784,Poland 1,0.0162
48177785,Poland 1,0.0162
48177786,Poland 1,0.0162
48177787,Poland 1,0.0162
48177788,Poland 1,0.0162
48177789,Poland 1,0.0162
4817779,Poland 1,0.0162
4817780,Poland 1,0.0162
48177811,Poland 1,0.0162
48177812,Poland 1,0.0162
48177813,Poland 1,0.0162
48177821,Poland 1,0.0162
4817783,Poland 1,0.0162
4817784,Poland 1,0.0162
4817785,Poland 1,0.0162
48177860,Poland 1,0.0162
48177861,Poland 1,0.0162
48177862,Poland 1,0.0162
48177863,Poland 1,0.0162
48177864,Poland 1,0.0162
48177869,Poland 1,0.0162
4817787,Poland 1,0.0162
4817788,Poland 1,0.0162
48177891,Poland 1,0.0162
48177892,Poland 1,0.0162
48177896,Poland 1,0.0162
48177897,Poland 1,0.0162
48178727,Poland 1,0.0162
48178811,Poland 1,0.0162
4817888,Poland 1,0.0162
48182005,Poland 1,0.0162
4818222,Poland 1,0.0162
48183070,Poland 1,0.0162
48184791,Poland 1,0.0162
48184792,Poland 1,0.0162
4818521,Poland 1,0.0162
48185301,Poland 1,0.0162
48185302,Poland 1,0.0162
48185303,Poland 1,0.0162
48185304,Poland 1,0.0162
48185305,Poland 1,0.0162
4818531,Poland 1,0.0162
4818532,Poland 1,0.0162
4818533,Poland 1,0.0162
4818534,Poland 1,0.0162
48185351,Poland 1,0.0162
48185352,Poland 1,0.0162
48185353,Poland 1,0.0162
48185354,Poland 1,0.0162
4818540,Poland 1,0.0162
4818541,Poland 1,0.0162
4818542,Poland 1,0.0162
48185431,Poland 1,0.0162
48185432,Poland 1,0.0162
48185433,Poland 1,0.0162
48185434,Poland 1,0.0162
48185435,Poland 1,0.0162
4818544,Poland 1,0.0162
4818545,Poland 1,0.0162
48185461,Poland 1,0.0162
4818547,Poland 1,0.0162
4818548,Poland 1,0.0162
48185491,Poland 1,0.0162
48185492,Poland 1,0.0162
48185493,Poland 1,0.0162
48185494,Poland 1,0.0162
48185552,Poland 1,0.0162
48185553,Poland 1,0.0162
48185555,Poland 1,0.0162
48188881,Poland 1,0.0162
48188888,Poland 1,0.0162
4822100,Poland 1,0.0162
4822101,Poland 1,0.0162
48221055,Poland 1,0.0162
48221081,Poland 1,0.0162
48221085,Poland 1,0.0162
48221089,Poland 1,0.0162
4822110,Poland 1,0.0162
4822111,Poland 1,0.0162
4822112,Poland 1,0.0162
48221130,Poland 1,0.0162
48221131,Poland 1,0.0162
48221133,Poland 1,0.0162
48221139,Poland 1,0.0162
4822114,Poland 1,0.0162
4822115,Poland 1,0.0162
48221162,Poland 1,0.0162
48221163,Poland 1,0.0162
48221166,Poland 1,0.0162
48221167,Poland 1,0.0162
48221168,Poland 1,0.0162
4822117,Poland 1,0.0162
48221181,Poland 1,0.0162
48221182,Poland 1,0.0162
48221183,Poland 1,0.0162
48221184,Poland 1,0.0162
48221185,Poland 1,0.0162
48221220,Poland 1,0.0162
48221221,Poland 1,0.0162
48221222,Poland 1,0.0162
48221223,Poland 1,0.0162
48221225,Poland 1,0.0162
48221226,Poland 1,0.0162
48221227,Poland 1,0.0162
48221228,Poland 1,0.0162
48221230,Poland 1,0.0162
48221234,Poland 1,0.0162
48221236,Poland 1,0.0162
48221237,Poland 1,0.0162
48221238,Poland 1,0.0162
48221239,Poland 1,0.0162
48221802,Poland 1,0.0162
48221812,Poland 1,0.0162
48221817,Poland 1,0.0162
4822182,Poland 1,0.0162
48221832,Poland 1,0.0162
48221841,Poland 1,0.0162
48221842,Poland 1,0.0162
4822185,Poland 1,0.0162
48221861,Poland 1,0.0162
48221868,Poland 1,0.0162
48221871,Poland 1,0.0162
48221877,Poland 1,0.0162
48221881,Poland 1,0.0162
48221882,Poland 1,0.0162
48221883,Poland 1,0.0162
48221884,Poland 1,0.0162
48221885,Poland 1,0.0162
4822189,Poland 1,0.0162
482220,Poland 1,0.0162
482221,Poland 1,0.0162
482222,Poland 1,0.0162
482223,Poland 1,0.0162
4822240,Poland 1,0.0162
4822241,Poland 1,0.0162
4822242,Poland 1,0.0162
4822243,Poland 1,0.0162
4822244,Poland 1,0.0162
4822245,Poland 1,0.0162
4822246,Poland 1,0.0162
4822247,Poland 1,0.0162
4822248,Poland 1,0.0162
4822249,Poland 1,0.0162
4822250,Poland 1,0.0162
4822251,Poland 1,0.0162
4822252,Poland 1,0.0162
4822253,Poland 1,0.0162
4822254,Poland 1,0.0162
48222550,Poland 1,0.0162
48222552,Poland 1,0.0162
48222553,Poland 1,0.0162
48222555,Poland 1,0.0162
48222556,Poland 1,0.0162
48222558,Poland 1,0.0162
4822256,Poland 1,0.0162
4822257,Poland 1,0.0162
4822258,Poland 1,0.0162
4822259,Poland 1,0.0162
4822260,Poland 1,0.0162
4822261,Poland 1,0.0162
4822262,Poland 1,0.0162
48222631,Poland 1,0.0162
48222632,Poland 1,0.0162
48222633,Poland 1,0.0162
48222634,Poland 1,0.0162
48222635,Poland 1,0.0162
48222638,Poland 1,0.0162
4822264,Poland 1,0.0162
4822265,Poland 1,0.0162
4822266,Poland 1,0.0162
48222671,Poland 1,0.0162
48222672,Poland 1,0.0162
48222673,Poland 1,0.0162
48222677,Poland 1,0.0162
48222678,Poland 1,0.0162
48222679,Poland 1,0.0162
48222688,Poland 1,0.0162
48222689,Poland 1,0.0162
48222693,Poland 1,0.0162
48222695,Poland 1,0.0162
48222696,Poland 1,0.0162
48222697,Poland 1,0.0162
48222698,Poland 1,0.0162
482227,Poland 1,0.0162
482228,Poland 1,0.0162
482229,Poland 1,0.0162
48223000,Poland 1,0.0162
48223001,Poland 1,0.0162
48223003,Poland 1,0.0162
48223004,Poland 1,0.0162
48223005,Poland 1,0.0162
48223006,Poland 1,0.0162
48223007,Poland 1,0.0162
48223008,Poland 1,0.0162
48223009,Poland 1,0.0162
4822301,Poland 1,0.0162
4822302,Poland 1,0.0162
4822303,Poland 1,0.0162
4822304,Poland 1,0.0162
4822305,Poland 1,0.0162
4822306,Poland 1,0.0162
4822307,Poland 1,0.0162
48223080,Poland 1,0.0162
48223081,Poland 1,0.0162
48223085,Poland 1,0.0162
48223086,Poland 1,0.0162
48223087,Poland 1,0.0162
48223088,Poland 1,0.0162
48223089,Poland 1,0.0162
4822309,Poland 1,0.0162
482231,Poland 1,0.0162
482232,Poland 1,0.0162
482233,Poland 1,0.0162
482234,Poland 1,0.0162
482235,Poland 1,0.0162
482236,Poland 1,0.0162
4822370,Poland 1,0.0162
4822371,Poland 1,0.0162
4822372,Poland 1,0.0162
4822373,Poland 1,0.0162
4822374,Poland 1,0.0162
4822375,Poland 1,0.0162
4822376,Poland 1,0.0162
4822377,Poland 1,0.0162
4822378,Poland 1,0.0162
