All Destinations with 1/1 Billing Cycle except for Mexico (Mexico all with 60/60),,,,
,,,,
,,,,
,,,,
,,,,
Prefix,Destination Name,Rate(USD),Status,Effective From
34679,Spain Movistar Mobile,0.0422,Decrease,1st June 2013
34680,Spain Movistar Mobile,0.0422,Decrease,1st June 2013
346810,Spain Movistar Mobile,0.0422,Decrease,1st June 2013
346811,Spain Movistar Mobile,0.0422,Decrease,1st June 2013
346812,Spain Movistar Mobile,0.0422,Decrease,1st June 2013
346813,Spain Movistar Mobile,0.0422,Decrease,1st June 2013
346814,Spain Movistar Mobile,0.0422,Decrease,1st June 2013
346815,Spain Movistar Mobile,0.0422,Decrease,1st June 2013
34682,Spain Movistar Mobile,0.0422,Decrease,1st June 2013
34683,Spain Movistar Mobile,0.0422,Decrease,1st June 2013
346840,Spain Movistar Mobile,0.0422,Decrease,1st June 2013
346841,Spain Movistar Mobile,0.0422,Decrease,1st June 2013
346842,Spain Movistar Mobile,0.0422,Decrease,1st June 2013
34686,Spain Movistar Mobile,0.0422,Decrease,1st June 2013
34689,Spain Movistar Mobile,0.0422,Decrease,1st June 2013
34690,Spain Movistar Mobile,0.0422,Decrease,1st June 2013
346940,Spain Movistar Mobile,0.0422,Decrease,1st June 2013
34696,Spain Movistar Mobile,0.0422,Decrease,1st June 2013
34699,Spain Movistar Mobile,0.0422,Decrease,1st June 2013
347170,Spain Movistar Mobile,0.0422,Decrease,1st June 2013
347177,Spain Movistar Mobile,0.0422,Decrease,1st June 2013
346013,Spain Movistar Mobile,0.0422,New Code,8th June 2013
346016,Spain Orange Mobile,0.0422,Decrease,1st June 2013
346022,Spain Orange Mobile,0.0422,Decrease,1st June 2013
34605,Spain Orange Mobile,0.0422,Decrease,1st June 2013
34615,Spain Orange Mobile,0.0422,Decrease,1st June 2013
34625,Spain Orange Mobile,0.0422,Decrease,1st June 2013
34635,Spain Orange Mobile,0.0422,Decrease,1st June 2013
346400,Spain Orange Mobile,0.0422,Decrease,1st June 2013
346401,Spain Orange Mobile,0.0422,Decrease,1st June 2013
346403,Spain Orange Mobile,0.0422,Decrease,1st June 2013
346404,Spain Orange Mobile,0.0422,Decrease,1st June 2013
34644,Spain Orange Mobile,0.0422,Decrease,1st June 2013
34645,Spain Orange Mobile,0.0422,Decrease,1st June 2013
34651,Spain Orange Mobile,0.0422,Decrease,1st June 2013
34652,Spain Orange Mobile,0.0422,Decrease,1st June 2013
34653,Spain Orange Mobile,0.0422,Decrease,1st June 2013
34654,Spain Orange Mobile,0.0422,Decrease,1st June 2013
34655,Spain Orange Mobile,0.0422,Decrease,1st June 2013
34656,Spain Orange Mobile,0.0422,Decrease,1st June 2013
34657,Spain Orange Mobile,0.0422,Decrease,1st June 2013
34658,Spain Orange Mobile,0.0422,Decrease,1st June 2013
34665,Spain Orange Mobile,0.0422,Decrease,1st June 2013
346681,Spain Orange Mobile,0.0422,Decrease,1st June 2013
346685,Spain Orange Mobile,0.0422,Decrease,1st June 2013
34675,Spain Orange Mobile,0.0422,Decrease,1st June 2013
34685,Spain Orange Mobile,0.0422,Decrease,1st June 2013
346880,Spain Orange Mobile,0.0422,Decrease,1st June 2013
346881,Spain Orange Mobile,0.0422,Decrease,1st June 2013
346882,Spain Orange Mobile,0.0422,Decrease,1st June 2013
346883,Spain Orange Mobile,0.0422,Decrease,1st June 2013
346884,Spain Orange Mobile,0.0422,Decrease,1st June 2013
346885,Spain Orange Mobile,0.0422,Decrease,1st June 2013
34691,Spain Orange Mobile,0.0422,Decrease,1st June 2013
34692,Spain Orange Mobile,0.0422,Decrease,1st June 2013
34693,Spain Orange Mobile,0.0422,Decrease,1st June 2013
346944,Spain Orange Mobile,0.0422,Decrease,1st June 2013
34695,Spain Orange Mobile,0.0422,Decrease,1st June 2013
346980,Spain Orange Mobile,0.0422,Decrease,1st June 2013
346982,Spain Orange Mobile,0.0422,Decrease,1st June 2013
346983,Spain Orange Mobile,0.0422,Decrease,1st June 2013
346984,Spain Orange Mobile,0.0422,Decrease,1st June 2013
346985,Spain Orange Mobile,0.0422,Decrease,1st June 2013
346986,Spain Orange Mobile,0.0422,Decrease,1st June 2013
346987,Spain Orange Mobile,0.0422,Decrease,1st June 2013
346988,Spain Orange Mobile,0.0422,Decrease,1st June 2013
347444,Spain Orange Mobile,0.0422,Decrease,1st June 2013
347477,Spain Orange Mobile,0.0422,Decrease,1st June 2013
347478,Spain Orange Mobile,0.0422,Decrease,1st June 2013
34,Spain Other,0.0107,No Change,1st June 2013
3470,Spain Special,0.4498,Decrease,1st June 2013
3480,Spain Special,0.4498,Decrease,1st June 2013
3490,Spain Special,0.4498,Decrease,1st June 2013
3451,Spain Special,0.4498,Decrease,1st June 2013
34600,Spain Vodafone Mobile,0.0422,Decrease,1st June 2013
346015,Spain Vodafone Mobile,0.0422,Decrease,1st June 2013
346020,Spain Vodafone Mobile,0.0422,Decrease,1st June 2013
346021,Spain Vodafone Mobile,0.0422,Decrease,1st June 2013
346023,Spain Vodafone Mobile,0.0422,Decrease,1st June 2013
346024,Spain Vodafone Mobile,0.0422,Decrease,1st June 2013
346025,Spain Vodafone Mobile,0.0422,Decrease,1st June 2013
346026,Spain Vodafone Mobile,0.0422,Decrease,1st June 2013
346027,Spain Vodafone Mobile,0.0422,Decrease,1st June 2013
346028,Spain Vodafone Mobile,0.0422,Decrease,1st June 2013
34603,Spain Vodafone Mobile,0.0422,Decrease,1st June 2013
34607,Spain Vodafone Mobile,0.0422,Decrease,1st June 2013
34610,Spain Vodafone Mobile,0.0422,Decrease,1st June 2013
346111,Spain Vodafone Mobile,0.0422,Decrease,1st June 2013
346112,Spain Vodafone Mobile,0.0422,Decrease,1st June 2013
346113,Spain Vodafone Mobile,0.0422,Decrease,1st June 2013
346116,Spain Vodafone Mobile,0.0422,Decrease,1st June 2013
34617,Spain Vodafone Mobile,0.0422,Decrease,1st June 2013
34627,Spain Vodafone Mobile,0.0422,Decrease,1st June 2013
346310,Spain Vodafone Mobile,0.0422,Decrease,1st June 2013
346311,Spain Vodafone Mobile,0.0422,Decrease,1st June 2013
346312,Spain Vodafone Mobile,0.0422,Decrease,1st June 2013
346313,Spain Vodafone Mobile,0.0422,Decrease,1st June 2013
346314,Spain Vodafone Mobile,0.0422,Decrease,1st June 2013
346315,Spain Vodafone Mobile,0.0422,Decrease,1st June 2013
34632,Spain Vodafone Mobile,0.0422,Decrease,1st June 2013
34634,Spain Vodafone Mobile,0.0422,Decrease,1st June 2013
34637,Spain Vodafone Mobile,0.0422,Decrease,1st June 2013
34647,Spain Vodafone Mobile,0.0422,Decrease,1st June 2013
34661,Spain Vodafone Mobile,0.0422,Decrease,1st June 2013
34662,Spain Vodafone Mobile,0.0422,Decrease,1st June 2013
34663,Spain Vodafone Mobile,0.0422,Decrease,1st June 2013
34664,Spain Vodafone Mobile,0.0422,Decrease,1st June 2013
34666,Spain Vodafone Mobile,0.0422,Decrease,1st June 2013
34667,Spain Vodafone Mobile,0.0422,Decrease,1st June 2013
34670,Spain Vodafone Mobile,0.0422,Decrease,1st June 2013
34671,Spain Vodafone Mobile,0.0422,Decrease,1st June 2013
34672,Spain Vodafone Mobile,0.0422,Decrease,1st June 2013
34673,Spain Vodafone Mobile,0.0422,Decrease,1st June 2013
34674,Spain Vodafone Mobile,0.0422,Decrease,1st June 2013
34677,Spain Vodafone Mobile,0.0422,Decrease,1st June 2013
34678,Spain Vodafone Mobile,0.0422,Decrease,1st June 2013
346846,Spain Vodafone Mobile,0.0422,Decrease,1st June 2013
34687,Spain Vodafone Mobile,0.0422,Decrease,1st June 2013
346889,Spain Vodafone Mobile,0.0422,Decrease,1st June 2013
34697,Spain Vodafone Mobile,0.0422,Decrease,1st June 2013
346981,Spain Vodafone Mobile,0.0422,Decrease,1st June 2013
346989,Spain Vodafone Mobile,0.0422,Decrease,1st June 2013
347111,Spain Vodafone Mobile,0.0422,Decrease,1st June 2013
347117,Spain Vodafone Mobile,0.0422,Decrease,1st June 2013
347171,Spain Vodafone Mobile,0.0422,Decrease,1st June 2013
347277,Spain Vodafone Mobile,0.0422,Decrease,1st June 2013
346114,Spain Vodafone Mobile,0.0422,New Code,8th June 2013
34622,Spain Yoigo Mobile,0.0459,Decrease,1st June 2013
34633,Spain Yoigo Mobile,0.0459,Decrease,1st June 2013
347221,Spain Yoigo Mobile,0.0459,Decrease,1st June 2013
347222,Spain Yoigo Mobile,0.0459,Decrease,1st June 2013
347223,Spain Yoigo Mobile,0.0459,Decrease,1st June 2013
347224,Spain Yoigo Mobile,0.0459,Decrease,1st June 2013
347225,Spain Yoigo Mobile,0.0459,Decrease,1st June 2013
347227,Spain Yoigo Mobile,0.0459,Decrease,1st June 2013
9475,Sri Lanka Airtel Mobile,0.0996,No Change,1st June 2013
9472,Sri Lanka Celltel Mobile,0.0995,No Change,1st June 2013
94117,Sri Lanka Dbn - Dialog,0.1002,Decrease,1st June 2013
94217,Sri Lanka Dbn - Dialog,0.1002,Decrease,1st June 2013
94237,Sri Lanka Dbn - Dialog,0.1002,Decrease,1st June 2013
94247,Sri Lanka Dbn - Dialog,0.1002,Decrease,1st June 2013
94257,Sri Lanka Dbn - Dialog,0.1002,Decrease,1st June 2013
94267,Sri Lanka Dbn - Dialog,0.1002,Decrease,1st June 2013
94277,Sri Lanka Dbn - Dialog,0.1002,Decrease,1st June 2013
94317,Sri Lanka Dbn - Dialog,0.1002,Decrease,1st June 2013
94327,Sri Lanka Dbn - Dialog,0.1002,Decrease,1st June 2013
94337,Sri Lanka Dbn - Dialog,0.1002,Decrease,1st June 2013
94347,Sri Lanka Dbn - Dialog,0.1002,Decrease,1st June 2013
94357,Sri Lanka Dbn - Dialog,0.1002,Decrease,1st June 2013
94367,Sri Lanka Dbn - Dialog,0.1002,Decrease,1st June 2013
94377,Sri Lanka Dbn - Dialog,0.1002,Decrease,1st June 2013
94387,Sri Lanka Dbn - Dialog,0.1002,Decrease,1st June 2013
94417,Sri Lanka Dbn - Dialog,0.1002,Decrease,1st June 2013
94457,Sri Lanka Dbn - Dialog,0.1002,Decrease,1st June 2013
94477,Sri Lanka Dbn - Dialog,0.1002,Decrease,1st June 2013
94517,Sri Lanka Dbn - Dialog,0.1002,Decrease,1st June 2013
94527,Sri Lanka Dbn - Dialog,0.1002,Decrease,1st June 2013
94547,Sri Lanka Dbn - Dialog,0.1002,Decrease,1st June 2013
94557,Sri Lanka Dbn - Dialog,0.1002,Decrease,1st June 2013
94577,Sri Lanka Dbn - Dialog,0.1002,Decrease,1st June 2013
94637,Sri Lanka Dbn - Dialog,0.1002,Decrease,1st June 2013
94657,Sri Lanka Dbn - Dialog,0.1002,Decrease,1st June 2013
94667,Sri Lanka Dbn - Dialog,0.1002,Decrease,1st June 2013
94677,Sri Lanka Dbn - Dialog,0.1002,Decrease,1st June 2013
94817,Sri Lanka Dbn - Dialog,0.1002,Decrease,1st June 2013
94917,Sri Lanka Dbn - Dialog,0.1002,Decrease,1st June 2013
94765,Sri Lanka Dialog Mobile,0.098,No Change,1st June 2013
94766,Sri Lanka Dialog Mobile,0.098,No Change,1st June 2013
94767,Sri Lanka Dialog Mobile,0.098,No Change,1st June 2013
94768,Sri Lanka Dialog Mobile,0.098,No Change,1st June 2013
94769,Sri Lanka Dialog Mobile,0.098,No Change,1st June 2013
9477,Sri Lanka Dialog Mobile,0.098,No Change,1st June 2013
9478,Sri Lanka Hutch Mobile,0.0925,Decrease,1st June 2013
94115,Sri Lanka Lanka Bell,0.1035,Decrease,1st June 2013
94215,Sri Lanka Lanka Bell,0.1035,Decrease,1st June 2013
94235,Sri Lanka Lanka Bell,0.1035,Decrease,1st June 2013
94245,Sri Lanka Lanka Bell,0.1035,Decrease,1st June 2013
94255,Sri Lanka Lanka Bell,0.1035,Decrease,1st June 2013
94265,Sri Lanka Lanka Bell,0.1035,Decrease,1st June 2013
94275,Sri Lanka Lanka Bell,0.1035,Decrease,1st June 2013
94315,Sri Lanka Lanka Bell,0.1035,Decrease,1st June 2013
94325,Sri Lanka Lanka Bell,0.1035,Decrease,1st June 2013
94335,Sri Lanka Lanka Bell,0.1035,Decrease,1st June 2013
94345,Sri Lanka Lanka Bell,0.1035,Decrease,1st June 2013
94355,Sri Lanka Lanka Bell,0.1035,Decrease,1st June 2013
94365,Sri Lanka Lanka Bell,0.1035,Decrease,1st June 2013
94375,Sri Lanka Lanka Bell,0.1035,Decrease,1st June 2013
94385,Sri Lanka Lanka Bell,0.1035,Decrease,1st June 2013
94415,Sri Lanka Lanka Bell,0.1035,Decrease,1st June 2013
94455,Sri Lanka Lanka Bell,0.1035,Decrease,1st June 2013
94475,Sri Lanka Lanka Bell,0.1035,Decrease,1st June 2013
94515,Sri Lanka Lanka Bell,0.1035,Decrease,1st June 2013
94525,Sri Lanka Lanka Bell,0.1035,Decrease,1st June 2013
94545,Sri Lanka Lanka Bell,0.1035,Decrease,1st June 2013
94555,Sri Lanka Lanka Bell,0.1035,Decrease,1st June 2013
94575,Sri Lanka Lanka Bell,0.1035,Decrease,1st June 2013
94635,Sri Lanka Lanka Bell,0.1035,Decrease,1st June 2013
94655,Sri Lanka Lanka Bell,0.1035,Decrease,1st June 2013
94665,Sri Lanka Lanka Bell,0.1035,Decrease,1st June 2013
94675,Sri Lanka Lanka Bell,0.1035,Decrease,1st June 2013
94815,Sri Lanka Lanka Bell,0.1035,Decrease,1st June 2013
94915,Sri Lanka Lanka Bell,0.1035,Decrease,1st June 2013
9471,Sri Lanka Mobitel Mobile,0.0995,Decrease,1st June 2013
94,Sri Lanka Other,0.0999,No Change,1st June 2013
94118,Sri Lanka Slt,0.098,No Change,1st June 2013
94603,Sri Lanka Slt,0.098,No Change,1st June 2013
94112,Sri Lanka Slt,0.098,No Change,1st June 2013
94113,Sri Lanka Slt,0.098,No Change,1st June 2013
9419733,Sri Lanka Slt,0.098,No Change,1st June 2013
94212,Sri Lanka Slt,0.098,No Change,1st June 2013
94213,Sri Lanka Slt,0.098,No Change,1st June 2013
94232,Sri Lanka Slt,0.098,No Change,1st June 2013
94233,Sri Lanka Slt,0.098,No Change,1st June 2013
94242,Sri Lanka Slt,0.098,No Change,1st June 2013
94243,Sri Lanka Slt,0.098,No Change,1st June 2013
94252,Sri Lanka Slt,0.098,No Change,1st June 2013
94253,Sri Lanka Slt,0.098,No Change,1st June 2013
94262,Sri Lanka Slt,0.098,No Change,1st June 2013
94263,Sri Lanka Slt,0.098,No Change,1st June 2013
94272,Sri Lanka Slt,0.098,No Change,1st June 2013
94273,Sri Lanka Slt,0.098,No Change,1st June 2013
94312,Sri Lanka Slt,0.098,No Change,1st June 2013
94313,Sri Lanka Slt,0.098,No Change,1st June 2013
94322,Sri Lanka Slt,0.098,No Change,1st June 2013
94323,Sri Lanka Slt,0.098,No Change,1st June 2013
94332,Sri Lanka Slt,0.098,No Change,1st June 2013
94333,Sri Lanka Slt,0.098,No Change,1st June 2013
94342,Sri Lanka Slt,0.098,No Change,1st June 2013
94343,Sri Lanka Slt,0.098,No Change,1st June 2013
94352,Sri Lanka Slt,0.098,No Change,1st June 2013
94353,Sri Lanka Slt,0.098,No Change,1st June 2013
94362,Sri Lanka Slt,0.098,No Change,1st June 2013
94363,Sri Lanka Slt,0.098,No Change,1st June 2013
94372,Sri Lanka Slt,0.098,No Change,1st June 2013
94373,Sri Lanka Slt,0.098,No Change,1st June 2013
94382,Sri Lanka Slt,0.098,No Change,1st June 2013
94383,Sri Lanka Slt,0.098,No Change,1st June 2013
94412,Sri Lanka Slt,0.098,No Change,1st June 2013
94413,Sri Lanka Slt,0.098,No Change,1st June 2013
94452,Sri Lanka Slt,0.098,No Change,1st June 2013
94453,Sri Lanka Slt,0.098,No Change,1st June 2013
94472,Sri Lanka Slt,0.098,No Change,1st June 2013
94473,Sri Lanka Slt,0.098,No Change,1st June 2013
94512,Sri Lanka Slt,0.098,No Change,1st June 2013
94513,Sri Lanka Slt,0.098,No Change,1st June 2013
94522,Sri Lanka Slt,0.098,No Change,1st June 2013
94523,Sri Lanka Slt,0.098,No Change,1st June 2013
94542,Sri Lanka Slt,0.098,No Change,1st June 2013
94543,Sri Lanka Slt,0.098,No Change,1st June 2013
94552,Sri Lanka Slt,0.098,No Change,1st June 2013
94553,Sri Lanka Slt,0.098,No Change,1st June 2013
94572,Sri Lanka Slt,0.098,No Change,1st June 2013
94573,Sri Lanka Slt,0.098,No Change,1st June 2013
94632,Sri Lanka Slt,0.098,No Change,1st June 2013
94633,Sri Lanka Slt,0.098,No Change,1st June 2013
94652,Sri Lanka Slt,0.098,No Change,1st June 2013
94653,Sri Lanka Slt,0.098,No Change,1st June 2013
94662,Sri Lanka Slt,0.098,No Change,1st June 2013
94663,Sri Lanka Slt,0.098,No Change,1st June 2013
94672,Sri Lanka Slt,0.098,No Change,1st June 2013
94673,Sri Lanka Slt,0.098,No Change,1st June 2013
94812,Sri Lanka Slt,0.098,No Change,1st June 2013
94813,Sri Lanka Slt,0.098,No Change,1st June 2013
94912,Sri Lanka Slt,0.098,No Change,1st June 2013
94913,Sri Lanka Slt,0.098,No Change,1st June 2013
94114,Sri Lanka Suntel,0.1005,Decrease,1st June 2013
94214,Sri Lanka Suntel,0.1005,Decrease,1st June 2013
94234,Sri Lanka Suntel,0.1005,Decrease,1st June 2013
94244,Sri Lanka Suntel,0.1005,Decrease,1st June 2013
94254,Sri Lanka Suntel,0.1005,Decrease,1st June 2013
94264,Sri Lanka Suntel,0.1005,Decrease,1st June 2013
94274,Sri Lanka Suntel,0.1005,Decrease,1st June 2013
94314,Sri Lanka Suntel,0.1005,Decrease,1st June 2013
94324,Sri Lanka Suntel,0.1005,Decrease,1st June 2013
94334,Sri Lanka Suntel,0.1005,Decrease,1st June 2013
94344,Sri Lanka Suntel,0.1005,Decrease,1st June 2013
94354,Sri Lanka Suntel,0.1005,Decrease,1st June 2013
94364,Sri Lanka Suntel,0.1005,Decrease,1st June 2013
94374,Sri Lanka Suntel,0.1005,Decrease,1st June 2013
94384,Sri Lanka Suntel,0.1005,Decrease,1st June 2013
94414,Sri Lanka Suntel,0.1005,Decrease,1st June 2013
94454,Sri Lanka Suntel,0.1005,Decrease,1st June 2013
94474,Sri Lanka Suntel,0.1005,Decrease,1st June 2013
94514,Sri Lanka Suntel,0.1005,Decrease,1st June 2013
94524,Sri Lanka Suntel,0.1005,Decrease,1st June 2013
94544,Sri Lanka Suntel,0.1005,Decrease,1st June 2013
94554,Sri Lanka Suntel,0.1005,Decrease,1st June 2013
94574,Sri Lanka Suntel,0.1005,Decrease,1st June 2013
94634,Sri Lanka Suntel,0.1005,Decrease,1st June 2013
94654,Sri Lanka Suntel,0.1005,Decrease,1st June 2013
94664,Sri Lanka Suntel,0.1005,Decrease,1st June 2013
94674,Sri Lanka Suntel,0.1005,Decrease,1st June 2013
94814,Sri Lanka Suntel,0.1005,Decrease,1st June 2013
94914,Sri Lanka Suntel,0.1005,Decrease,1st June 2013
290,St. Helena Other,1.4353,No Change,1st June 2013
2908,St. Helena Tristan De Cunha,1.7314,Increase,8th June 2013
1869760,St. Kitts & Nevis Digicel Mobile,0.1966,No Change,1st June 2013
1869762,St. Kitts & Nevis Digicel Mobile,0.1966,No Change,1st June 2013
1869763,St. Kitts & Nevis Digicel Mobile,0.1966,No Change,1st June 2013
1869764,St. Kitts & Nevis Digicel Mobile,0.1966,No Change,1st June 2013
1869765,St. Kitts & Nevis Digicel Mobile,0.1966,No Change,1st June 2013
1869556,St. Kitts & Nevis Mobile,0.1966,No Change,1st June 2013
1869557,St. Kitts & Nevis Mobile,0.1966,No Change,1st June 2013
1869558,St. Kitts & Nevis Mobile,0.1966,No Change,1st June 2013
1869660,St. Kitts & Nevis Mobile,0.1966,No Change,1st June 2013
1869661,St. Kitts & Nevis Mobile,0.1966,No Change,1st June 2013
1869662,St. Kitts & Nevis Mobile,0.1966,No Change,1st June 2013
1869663,St. Kitts & Nevis Mobile,0.1966,No Change,1st June 2013
1869664,St. Kitts & Nevis Mobile,0.1966,No Change,1st June 2013
1869665,St. Kitts & Nevis Mobile,0.1966,No Change,1st June 2013
1869667,St. Kitts & Nevis Mobile,0.1966,No Change,1st June 2013
1869668,St. Kitts & Nevis Mobile,0.1966,No Change,1st June 2013
1869669,St. Kitts & Nevis Mobile,0.1966,No Change,1st June 2013
1869,St. Kitts & Nevis Other,0.1041,No Change,1st June 2013
1758518,St. Lucia Digicel Mobile,0.1895,No Change,1st June 2013
1758519,St. Lucia Digicel Mobile,0.1895,No Change,1st June 2013
1758520,St. Lucia Digicel Mobile,0.1895,No Change,1st June 2013
1758712,St. Lucia Digicel Mobile,0.1895,No Change,1st June 2013
1758713,St. Lucia Digicel Mobile,0.1895,No Change,1st June 2013
1758714,St. Lucia Digicel Mobile,0.1895,No Change,1st June 2013
1758715,St. Lucia Digicel Mobile,0.1895,No Change,1st June 2013
1758716,St. Lucia Digicel Mobile,0.1895,No Change,1st June 2013
1758717,St. Lucia Digicel Mobile,0.1895,No Change,1st June 2013
1758718,St. Lucia Digicel Mobile,0.1895,No Change,1st June 2013
1758719,St. Lucia Digicel Mobile,0.1895,No Change,1st June 2013
1758720,St. Lucia Digicel Mobile,0.1895,No Change,1st June 2013
1758721,St. Lucia Digicel Mobile,0.1895,No Change,1st June 2013
1758722,St. Lucia Digicel Mobile,0.1895,No Change,1st June 2013
1758723,St. Lucia Digicel Mobile,0.1895,No Change,1st June 2013
1758724,St. Lucia Digicel Mobile,0.1895,No Change,1st June 2013
1758725,St. Lucia Digicel Mobile,0.1895,No Change,1st June 2013
1758726,St. Lucia Digicel Mobile,0.1895,No Change,1st June 2013
1758727,St. Lucia Digicel Mobile,0.1895,No Change,1st June 2013
1758728,St. Lucia Digicel Mobile,0.1898,New Code,8th June 2013
1758284,St. Lucia Mobile,0.1865,No Change,1st June 2013
1758285,St. Lucia Mobile,0.1865,No Change,1st June 2013
1758286,St. Lucia Mobile,0.1865,No Change,1st June 2013
1758287,St. Lucia Mobile,0.1865,No Change,1st June 2013
1758384,St. Lucia Mobile,0.1865,No Change,1st June 2013
1758460,St. Lucia Mobile,0.1865,No Change,1st June 2013
1758461,St. Lucia Mobile,0.1865,No Change,1st June 2013
1758484,St. Lucia Mobile,0.1865,No Change,1st June 2013
1758485,St. Lucia Mobile,0.1865,No Change,1st June 2013
1758486,St. Lucia Mobile,0.1865,No Change,1st June 2013
1758487,St. Lucia Mobile,0.1865,No Change,1st June 2013
1758488,St. Lucia Mobile,0.1865,No Change,1st June 2013
1758489,St. Lucia Mobile,0.1865,No Change,1st June 2013
1758584,St. Lucia Mobile,0.1865,No Change,1st June 2013
1758,St. Lucia Other,0.0896,No Change,1st June 2013
50855,St. Pierre & Miquelon Mobile,0.365,No Change,1st June 2013
508,St. Pierre & Miquelon Other,0.2058,No Change,1st June 2013
1784430,St. Vincent & Grenadines Digicel Mobile,0.1915,No Change,1st June 2013
1784431,St. Vincent & Grenadines Digicel Mobile,0.1915,No Change,1st June 2013
1784432,St. Vincent & Grenadines Digicel Mobile,0.1915,No Change,1st June 2013
1784433,St. Vincent & Grenadines Digicel Mobile,0.1915,No Change,1st June 2013
1784434,St. Vincent & Grenadines Digicel Mobile,0.1915,No Change,1st June 2013
1784526,St. Vincent & Grenadines Digicel Mobile,0.1915,No Change,1st June 2013
1784527,St. Vincent & Grenadines Digicel Mobile,0.1915,No Change,1st June 2013
1784528,St. Vincent & Grenadines Digicel Mobile,0.1915,No Change,1st June 2013
1784529,St. Vincent & Grenadines Digicel Mobile,0.1915,No Change,1st June 2013
1784530,St. Vincent & Grenadines Digicel Mobile,0.1915,No Change,1st June 2013
1784531,St. Vincent & Grenadines Digicel Mobile,0.1915,No Change,1st June 2013
1784532,St. Vincent & Grenadines Digicel Mobile,0.1915,No Change,1st June 2013
1784533,St. Vincent & Grenadines Digicel Mobile,0.1915,No Change,1st June 2013
1784454,St. Vincent & Grenadines Mobile,0.1916,No Change,1st June 2013
1784455,St. Vincent & Grenadines Mobile,0.1916,No Change,1st June 2013
1784491,St. Vincent & Grenadines Mobile,0.1916,No Change,1st June 2013
1784492,St. Vincent & Grenadines Mobile,0.1916,No Change,1st June 2013
1784493,St. Vincent & Grenadines Mobile,0.1916,No Change,1st June 2013
1784494,St. Vincent & Grenadines Mobile,0.1916,No Change,1st June 2013
1784495,St. Vincent & Grenadines Mobile,0.1916,No Change,1st June 2013
1784496,St. Vincent & Grenadines Mobile,0.1916,No Change,1st June 2013
1784497,St. Vincent & Grenadines Mobile,0.1916,No Change,1st June 2013
1784498,St. Vincent & Grenadines Mobile,0.1916,No Change,1st June 2013
1784593,St. Vincent & Grenadines Mobile,0.1916,No Change,1st June 2013
1784,St. Vincent & Grenadines Other,0.1028,No Change,1st June 2013
249183,Sudan Khartoum,0.1119,Decrease,1st June 2013
249185,Sudan Khartoum,0.1119,Decrease,1st June 2013
249187,Sudan Khartoum,0.1119,Decrease,1st June 2013
24990,Sudan Mobitel Mobile,0.1289,Increase,8th June 2013
24991,Sudan Mobitel Mobile,0.1289,Increase,8th June 2013
24996,Sudan Mobitel Mobile,0.1289,Increase,8th June 2013
24992,Sudan Mtn Mobile,0.1289,Increase,8th June 2013
24999,Sudan Mtn Mobile,0.1289,Increase,8th June 2013
249,Sudan Other,0.1547,Increase,8th June 2013
24911,Sudan Sudatel Mobile,0.1133,No Change,1st June 2013
24912,Sudan Sudatel Mobile,0.1133,No Change,1st June 2013
59771,Suriname Digicel Mobile,0.1669,No Change,1st June 2013
59772,Suriname Digicel Mobile,0.1669,No Change,1st June 2013
59781,Suriname Digicel Mobile,0.1669,No Change,1st June 2013
59782,Suriname Digicel Mobile,0.1669,No Change,1st June 2013
597730,Suriname Intelsur Mobile,0.1563,Increase,8th June 2013
597731,Suriname Intelsur Mobile,0.1563,Increase,8th June 2013
597732,Suriname Intelsur Mobile,0.1563,Increase,8th June 2013
597733,Suriname Intelsur Mobile,0.1563,Increase,8th June 2013
597734,Suriname Intelsur Mobile,0.1563,Increase,8th June 2013
59783,Suriname Intelsur Mobile,0.1563,Increase,8th June 2013
59784,Suriname Intelsur Mobile,0.1563,Increase,8th June 2013
597722,Suriname Mobile,0.157,Decrease,1st June 2013
597723,Suriname Mobile,0.157,Decrease,1st June 2013
597724,Suriname Mobile,0.157,Decrease,1st June 2013
597725,Suriname Mobile,0.157,Decrease,1st June 2013
597727,Suriname Mobile,0.157,Decrease,1st June 2013
597728,Suriname Mobile,0.157,Decrease,1st June 2013
597729,Suriname Mobile,0.157,Decrease,1st June 2013
597735,Suriname Mobile,0.157,Decrease,1st June 2013
597736,Suriname Mobile,0.157,Decrease,1st June 2013
597737,Suriname Mobile,0.157,Decrease,1st June 2013
597738,Suriname Mobile,0.157,Decrease,1st June 2013
597739,Suriname Mobile,0.157,Decrease,1st June 2013
59768,Suriname Mobile,0.157,Decrease,1st June 2013
59775,Suriname Mobile,0.157,Decrease,1st June 2013
59777,Suriname Mobile,0.157,Decrease,1st June 2013
59785,Suriname Mobile,0.157,Decrease,1st June 2013
59786,Suriname Mobile,0.157,Decrease,1st June 2013
59787,Suriname Mobile,0.157,Decrease,1st June 2013
59788,Suriname Mobile,0.157,Decrease,1st June 2013
59789,Suriname Mobile,0.157,Decrease,1st June 2013
597,Suriname Other,0.1083,Increase,8th June 2013
26876,Swaziland Mobile,0.1232,Decrease,1st June 2013
26878,Swaziland Mobile,0.1232,Decrease,1st June 2013
268,Swaziland Other,0.0413,No Change,1st June 2013
46760,Sweden Comviq Mobile,0.0298,No Change,1st June 2013
46252,Sweden Comviq Mobile,0.0298,No Change,1st June 2013
46254,Sweden Comviq Mobile,0.0298,No Change,1st June 2013
46700,Sweden Comviq Mobile,0.0298,No Change,1st June 2013
